 поссориться,1 
 обидеть,1 
 терроризировать,1 
 драться,1 
 расстрелять,1 
 заслуживать,1 
 раскаиваться,1 
 спасаться,1 
 спасать,1 
 похищать,1 
 дестабилизировать,1 
 обезвредить,1 
 освобождать,1 
 депортировать,1 
 расстроить,1 
 лгать,1 
 побеждать,1 
 вторгнуться,1 
 травмировать,1 
 изгнать,1 
 разграбить,1 
 разорить,1 
 напугать,1 
 влюбляться,1 
 обезопасить,1 
 ухудшить,1 
 осквернить,1 
 порадовать,1 
 побить,1 
 подорожать,1 
 ограбить,1 
 взорвать,1 
 ужесточать,1 
 расстреливать,1 
 пресмыкаться,1 
 отвоевать,1 
 бастовать,1 
 изнасиловать,1 
 отравиться,1 
 удаваться,1 
 поразить,1 
 издеваться,1 
 ударить,1 
 враждовать,1 
 расправиться,1 
 запугивать,1 
 разрушить,1 
 навредить,1 
 обстреливать,1 
 оскорблять,1 
 отравить,1 
 вызволить,1 
 гордиться,1 
 разгневать,1 
 прогрессировать,1 
 благодарить,1 
 выгнать,1 
 травить,1 
 грабить,1 
 выгореть,1 
 похвалить,1 
 ухудшаться,1 
 избить,1 
 вынуждать,1 
 осуждать,1 
 ухудшиться,1 
 спастись,1 
 подорвать,1 
 заболеть,1 
 обстрелять,1 
 любить,1 
 заслужить,1 
 убивать,1 
 заминировать,1 
 вдохновить,1 
 врезаться,1 
 конфликтовать,1 
 бомбить,1 
 наброситься,1 
 жаловаться,1 
 обокрасть,1 
 пытать,1 
 обманывать,1 
 ущемлять,1 
 страдать,1 
 пугать,1 
 обмануть,1 
 выкрасть,1 
 умирать,1 
 разрушать,1 
 избивать,1 
 звереть,1 
 свергнуть,1 
 душить,1 
 выручить,1 
 раскаяться,1 
 уличить,1 
 превзойти,1 
 сожалеть,1 
 порочить,1 
 беспокоить,1 
 взрывать,1 
 бояться,1 
 поблагодарить,1 
 разоблачить,1 
 плакать,1 
 изуродовать,1 
 ломать,1 
 дискредитировать,1 
 подрывать,1 
 терпеть,1 
 бить,1 
 задавить,1 
 упрекнуть,1 
 унижать,1 
 напасть,1 
 выдворить,1 
 подружиться,1 
 принудить,1 
 принуждать,1 
 улучшиться,1 
 уважать,1 
 оскорбить,1 
 разбомбить,1 
 насиловать,1 
 возлюбить,1 
 воссоединиться,1 
 атаковать,1 
 уничтожить,1 
 похоронить,1 
 уничтожать,1 
 зарезать,1 
 надругаться,1 
 раздражать,1 
 красть,1 
 мстить,1 
 навязывать,1 
 штурмовать,1 
 вредить,1 
 воровать,1 
 арестовывать,1 
 погубить,1 
 казнить,1 
 оккупировать,1 
 повредить,1 
 злоупотреблять,1 
 отомстить,1 
 унизить,1 
 защитить,1 
 ужесточить,1 
 выигрывать,1 
 помиловать,1 
 предотвратить,1 
 поздравить,1 
 обезглавить,1 
 ненавидеть,1 
 разочаровать,1 
 запугать,1 
 нейтрализовать,1 
 шантажировать,1 
 поощрять,1 
