roles.a0,roles.a1,roles.a2,roles.a3,variant,key,a0_a1,a1_a2,a2_a1,author_a1,author_a2,a1_a0,a0_a2,author_a0,a2_a0,a0_a3,a1_a3,author_a3,a2_a2,a2_a3,effect_a1,effect_a0,effect_a2,effect_a3,state_a0,state_a1,state_a2,len,tag
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,выдворять из страны,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,NOUN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,выпереть,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,выпирать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,выпроваживать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,выпроводить,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,выслать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,выслать из страны,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,NOUN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,выставить за ворота,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,NOUN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,выставить за дверь,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,VERB
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,выставлять за ворота,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,NOUN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,выставлять за дверь,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,VERB
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,высылать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,высылать из страны,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,NOUN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,высылка,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,NOUN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,высылка из страны,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,NOUN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,вытряхивать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,вытряхнуть,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,вытурить,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,вышвырнуть,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,вышибать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,вышибить,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,гнать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,гнать в три шеи,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,4,NOUN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,гнать в шею,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,PRTF
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,депортация,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,NOUN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,депортирование,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,NOUN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,депортировать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,изгнание,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,NOUN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,изгнать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,изгонять,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,погнать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,показать на дверь,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,VERB
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,показывать на дверь,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,VERB
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,попереть,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,прогнать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,прогонять,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,спровадить,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,спроваживать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,турить,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,указать на дверь,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,VERB
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,указывать на дверь,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,3,VERB
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,экстрадиция,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,NOUN
"тот, кто выгоняет","тот, кого выгоняют","мотив, за что выгоняют",,экстрадировать,0_85,neg,pos,,,,neg,neg,,,,,,,,-,+,,,pos,neg,,1,INFN
кто потерпел поражение,"тот, от кого a0 потерпел поражение","сфера деятельности, в которой случилось поражение",,поражение,0_86,neg,pos,,,,neg,pos,,,,,,,,+,-,,,neg,pos,,1,NOUN
кто потерпел поражение,"тот, от кого a0 потерпел поражение","сфера деятельности, в которой случилось поражение",,потерпеть поражение,0_86,neg,pos,,,,neg,pos,,,,,,,,+,-,,,neg,pos,,2,NOUN
кто потерпел поражение,"тот, от кого a0 потерпел поражение","сфера деятельности, в которой случилось поражение",,потерпеть разгром,0_86,neg,pos,,,,neg,pos,,,,,,,,+,-,,,neg,pos,,2,NOUN
кто потерпел поражение,"тот, от кого a0 потерпел поражение","сфера деятельности, в которой случилось поражение",,продувать,0_86,neg,pos,,,,neg,pos,,,,,,,,+,-,,,neg,pos,,1,INFN
кто потерпел поражение,"тот, от кого a0 потерпел поражение","сфера деятельности, в которой случилось поражение",,продуть,0_86,neg,pos,,,,neg,pos,,,,,,,,+,-,,,neg,pos,,1,INFN
кто потерпел поражение,"тот, от кого a0 потерпел поражение","сфера деятельности, в которой случилось поражение",,проиграть,0_86,neg,pos,,,,neg,pos,,,,,,,,+,-,,,neg,pos,,1,INFN
кто потерпел поражение,"тот, от кого a0 потерпел поражение","сфера деятельности, в которой случилось поражение",,проигрывать,0_86,neg,pos,,,,neg,pos,,,,,,,,+,-,,,neg,pos,,1,INFN
кто потерпел поражение,"тот, от кого a0 потерпел поражение","сфера деятельности, в которой случилось поражение",,проигрыш,0_86,neg,pos,,,,neg,pos,,,,,,,,+,-,,,neg,pos,,1,NOUN
кто потерпел поражение,"тот, от кого a0 потерпел поражение","сфера деятельности, в которой случилось поражение",,разгром,0_86,neg,pos,,,,neg,pos,,,,,,,,+,-,,,neg,pos,,1,NOUN
кто потерпел поражение,"тот, от кого a0 потерпел поражение","сфера деятельности, в которой случилось поражение",,терпеть поражение,0_86,neg,pos,,,,neg,pos,,,,,,,,+,-,,,neg,pos,,2,NOUN
кто потерпел поражение,"тот, от кого a0 потерпел поражение","сфера деятельности, в которой случилось поражение",,терпеть разгром,0_86,neg,pos,,,,neg,pos,,,,,,,,+,-,,,neg,pos,,2,NOUN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,крах,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,1,NOUN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,крушение,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,1,NOUN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,неудача,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,1,NOUN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,облажаться,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,1,INFN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,облом,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,1,NOUN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,полный крах,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,2,NOUN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,полный облом,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,2,NOUN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,полный провал,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,2,VERB
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,потерпеть крах,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,2,NOUN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,потерпеть неудачу,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,2,VERB
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,потерпеть провал,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,2,VERB
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,провал,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,1,NOUN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,проваливать,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,1,INFN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,проваливаться с треском,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,3,ADJF
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,провалиться,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,1,INFN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,провалиться с треском,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,3,ADJF
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,провальность,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,1,NOUN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,с треском проваливаться,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,3,INFN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,с треском провалиться,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,3,INFN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,терпеть крах,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,2,NOUN
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,терпеть неудачу,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,2,VERB
"тот, кто потерпел неудачу","сфера деятельности, в которой случилась неудача",,,терпеть провал,0_87,pos,,,,,,,,,,,,,,-,-,,,neg,,,2,VERB
"тот, кто отчаялся",причина отчаяния,,,ввергаться в отчаяние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,3,NOUN
"тот, кто отчаялся",причина отчаяния,,,ввергнуться в отчаяние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,3,NOUN
"тот, кто отчаялся",причина отчаяния,,,вешать нос,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,внутренне сломаться,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,INFN
"тот, кто отчаялся",причина отчаяния,,,внутренне сломиться,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,INFN
"тот, кто отчаялся",причина отчаяния,,,впадать в отчаяние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,3,NOUN
"тот, кто отчаялся",причина отчаяния,,,впадать в уныние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,3,NOUN
"тот, кто отчаялся",причина отчаяния,,,впасть в отчаяние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,3,NOUN
"тот, кто отчаялся",причина отчаяния,,,впасть в уныние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,3,NOUN
"тот, кто отчаялся",причина отчаяния,,,испытать отчаяние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,испытать уныние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,испытывать отчаяние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,испытывать уныние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,морально сломаться,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,INFN
"тот, кто отчаялся",причина отчаяния,,,морально сломиться,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,INFN
"тот, кто отчаялся",причина отчаяния,,,опускать нос,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,опустить нос,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,отчаиваться,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,1,INFN
"тот, кто отчаялся",причина отчаяния,,,отчаяние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,1,NOUN
"тот, кто отчаялся",причина отчаяния,,,отчаяться,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,1,INFN
"тот, кто отчаялся",причина отчаяния,,,падать духом,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,пасть духом,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,повесить нос,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,поддаваться отчаянию,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,поддаваться унынию,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,поддаться отчаянию,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,поддаться унынию,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,поникнуть духом,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,прийти в отчаяние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,3,NOUN
"тот, кто отчаялся",причина отчаяния,,,приуныть,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,1,INFN
"тот, кто отчаялся",причина отчаяния,,,приходить в отчаяние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,3,NOUN
"тот, кто отчаялся",причина отчаяния,,,сломаться,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,1,INFN
"тот, кто отчаялся",причина отчаяния,,,сломиться,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,1,INFN
"тот, кто отчаялся",причина отчаяния,,,сломиться духом,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,2,NOUN
"тот, кто отчаялся",причина отчаяния,,,сникать,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,1,INFN
"тот, кто отчаялся",причина отчаяния,,,сникнуть,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,1,INFN
"тот, кто отчаялся",причина отчаяния,,,унывать,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,1,INFN
"тот, кто отчаялся",причина отчаяния,,,уныние,0_88,neg,,,,,,,pos,,,,,,,,,,,neg,,,1,NOUN
"тот, кто теряет","то, что теряют",,,затеривать,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,затерять,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,лишаться,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,лишение,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,NOUN
"тот, кто теряет","то, что теряют",,,лишиться,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,оставаться без,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,2,NOUN
"тот, кто теряет","то, что теряют",,,остаться без,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,2,NOUN
"тот, кто теряет","то, что теряют",,,подрастерять,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,порастерять,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,посеять,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,потеря,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,NOUN
"тот, кто теряет","то, что теряют",,,потерять,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,растеривать,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,растерять,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,терять,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,утерять,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,утрата,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,NOUN
"тот, кто теряет","то, что теряют",,,утратить,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто теряет","то, что теряют",,,утрачивать,0_96,pos,,,pos,,,,neg,,,,,,,-,,,,neg,,,1,INFN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,воспротивиться,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,INFN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,давать отпор,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,2,NOUN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,дать отпор,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,2,NOUN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,оказать противодействие,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,2,NOUN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,оказать сопротивление,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,2,NOUN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,оказывать противодействие,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,2,NOUN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,оказывать сопротивление,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,2,NOUN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,отпор,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,NOUN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,посопротивляться,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,INFN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,просаботировать,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,INFN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,противиться,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,INFN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,противоборство,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,NOUN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,противоборствовать,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,INFN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,противодействие,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,NOUN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,противодействовать,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,INFN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,противостояние,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,NOUN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,противостоять,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,INFN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,саботаж,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,NOUN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,саботировать,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,INFN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,сопротивляться,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,INFN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,упереться,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,INFN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,упираться,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,1,INFN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,устраивать саботаж,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,2,NOUN
"тот, кто противодействует","тот или то, кому или чему противодействуют","то, в чем противодействуют",,устроить саботаж,0_97,neg,pos,,,,neg,neg,,,,,,,,-,,-,,,neg,,2,NOUN
"тот, кто предотвращает","то, что предотвращают",,,отвести беду,0_99,neg,,,neg,,,,pos,,,,,,,-,,,,,,,2,NOUN
"тот, кто предотвращает","то, что предотвращают",,,отводить беду,0_99,neg,,,neg,,,,pos,,,,,,,-,,,,,,,2,NOUN
"тот, кто предотвращает","то, что предотвращают",,,отвратить,0_99,neg,,,neg,,,,pos,,,,,,,-,,,,,,,1,INFN
"тот, кто предотвращает","то, что предотвращают",,,отвращать,0_99,neg,,,neg,,,,pos,,,,,,,-,,,,,,,1,INFN
"тот, кто предотвращает","то, что предотвращают",,,предотвратить,0_99,neg,,,neg,,,,pos,,,,,,,-,,,,,,,1,INFN
"тот, кто предотвращает","то, что предотвращают",,,предотвращать,0_99,neg,,,neg,,,,pos,,,,,,,-,,,,,,,1,INFN
"тот, кто предотвращает","то, что предотвращают",,,предотвращение,0_99,neg,,,neg,,,,pos,,,,,,,-,,,,,,,1,NOUN
"тот, кто предотвращает","то, что предотвращают",,,предуведомить,0_99,neg,,,neg,,,,pos,,,,,,,-,,,,,,,1,INFN
"тот, кто предотвращает","то, что предотвращают",,,предупредить,0_99,neg,,,neg,,,,pos,,,,,,,-,,,,,,,1,INFN
"тот, кто предотвращает","то, что предотвращают",,,предупреждать,0_99,neg,,,neg,,,,pos,,,,,,,-,,,,,,,1,INFN
"тот, кто предотвращает","то, что предотвращают",,,упредить,0_99,neg,,,neg,,,,pos,,,,,,,-,,,,,,,1,INFN
"тот, кто предотвращает","то, что предотвращают",,,упреждать,0_99,neg,,,neg,,,,pos,,,,,,,-,,,,,,,1,INFN
"экспериенцер, тот кто испытывает печаль","тот, о ком печалятся","событие, возможно, связанное с a1, являющееся причиной печали",,взгрустнуть,0_100,pos,,,,,,neg,pos,,,,,,,,,,,neg,neg,,1,INFN
"экспериенцер, тот кто испытывает печаль","тот, о ком печалятся","событие, возможно, связанное с a1, являющееся причиной печали",,впадать в тоску,0_100,pos,,,,,,neg,pos,,,,,,,,,,,neg,neg,,3,NOUN
"экспериенцер, тот кто испытывает печаль","тот, о ком печалятся","событие, возможно, связанное с a1, являющееся причиной печали",,впасть в тоску,0_100,pos,,,,,,neg,pos,,,,,,,,,,,neg,neg,,3,NOUN
"экспериенцер, тот кто испытывает печаль","тот, о ком печалятся","событие, возможно, связанное с a1, являющееся причиной печали",,горевать,0_100,pos,,,,,,neg,pos,,,,,,,,,,,neg,neg,,1,INFN
"экспериенцер, тот кто испытывает печаль","тот, о ком печалятся","событие, возможно, связанное с a1, являющееся причиной печали",,грустить,0_100,pos,,,,,,neg,pos,,,,,,,,,,,neg,neg,,1,INFN
